3863,86839
8532,20693
67537,84404
18408,40654
37212,59758
42097,75508
3741,22657
253,30978
83687,97992
25022,84049
7640,51179
62505,68645
25079,82947
6156,78493
42219,61795
22366,76081
25237,80642
52153,64345
56805,70389
72179,85537
6192,81378
26227,96476
293,11639
43345,53302
13222,66705
79829,88222
29426,40288
9985,79198
35218,46027
1457,95614
61380,62160
75417,76189
37392,99427
61455,97420
39396,78824
29863,41186
11507,98512
18830,69800
72168,81413
24785,50865
39601,52854
65271,75513
42537,73572
40353,46655
15251,85146
16935,24362
61191,70722
24156,44031
5189,50810
12211,59084
38837,45924
13905,34397
36842,47035
30913,68322
21457,40184
63049,97784
70828,95161
8525,61855
675,96889
1844,94855
21101,52772
54250,82168
5501,61889
40785,79995
74355,74799
30603,64611
13084,38654
85947,93676
30873,38949
26537,38671
15741,74215
18896,75067
53885,87361
29200,90363
8866,15631
4513,47142
48965,64228
17736,59439
59654,63755
31340,72508
27536,67040
46658,56558
67181,75573
49964,56507
68179,84880
66015,69575
62004,75307
20640,37030
2205,7101
8003,66888
76300,89632
31919,58723
27657,60098
48855,81637
68211,79215
29921,79294
7330,58365
46678,59496
59183,72237
20179,99494
3920,72693
5482,40687
46056,81126
42509,73658
22408,43588
15530,56654
64504,92766
55039,77407
95617,97834
15474,19001
1109,85544
16668,77292
38257,90280
7650,54673
15810,73961
29968,77847
7607,46708
3607,4082
84149,91231
12667,46530
7978,17588
5266,56806
52680,73266
86528,93860
52290,82089
51060,61349
53235,84019
2811,34635
88813,95401
2429,55775
73475,87835
57847,69626
44560,85562
46057,49047
51432,60421
4385,93257
72470,85166
77565,97886
20485,95842
63988,64991
3752,13789
2382,33721
16498,22901
23587,76732
1271,12073
8206,95335
56891,88802
29753,73055
35639,50130
12245,67118
24219,40470
858,33439
46674,88831
76182,80764
57069,86133
6969,74916
24825,37438
52023,59685
24126,85452
28062,46725
8829,25459
33984,59150
43226,97922
15583,28274
68132,99415
27434,60202
8239,96869
40771,63281
1524,80350
44889,76226
40315,95968
37454,55003
33290,94301
51364,70510
4868,13369
26004,44301
84183,88914
58288,98760
6486,74289
57632,90909
31091,47907
18000,81349
29635,46766
27956,66676
88742,96666
79335,83927
70498,79237
12861,87746
78981,88004
9936,64848
27412,64218
23406,86045
1430,23831
24055,71288
38580,42010
6060,56794
43892,53980
45135,92408
14618,19453
25367,47534
42553,66613
16126,54697
34034,60373
18415,46766
45427,96437
10756,27505
9441,47695
63497,66872
24501,95304
28205,94169
42620,75478
54656,89375
31947,73274
25257,40035
25363,95338
68550,98242
17313,53613
43322,84858
7280,9521
52010,63457
52872,54663
27618,93153
29289,31254
96196,96619
78263,90482
19314,67906
25284,97162
23992,72055
41,53178
60760,84178
20338,21509
1098,93052
42205,47185
73892,92127
4372,78639
17221,57351
30711,43293
22606,73541
15002,96221
2658,23401
43838,76654
34774,47099
27431,78927
43266,56450
19330,45257
9479,31679
23101,91250
33154,43119
26519,59819
45968,89049
4492,55397
11843,91824
20911,50685
76021,94572
23621,49449
8990,56957
76640,81520
76500,84105
45952,86734
68257,73667
17442,98939
46869,85042
46960,47871
52042,94119
40386,87592
62786,88482
34352,50253
47261,72162
22931,52013
26187,76746
2905,48693
32828,95807
10340,74722
32839,41580
7145,66618
13867,46419
52852,77710
37954,90109
6781,57622
64883,73040
23978,56565
6979,83235
20507,86663
6703,42287
11942,34259
24486,63803
19764,96921
50245,65352
51061,84613
72237,74702
15031,52538
20974,44897
48919,93966
35630,72543
9306,44242
14539,45232
53147,58047
20180,78926
41714,49593
9144,89832
68018,90551
7321,95202
42132,82616
55931,94102
12358,39864
6560,53341
32079,92645
4026,58008
79081,86005
37744,89268
34160,84877
24953,98045
79254,97403
5755,66617
76740,86425
8531,35020
41917,84870
4219,24480
45217,49694
11350,78841
54816,79698
4378,60185
7978,55964
13152,65402
16154,95138
55708,99845
60325,71400
4954,33857
82367,92506
62878,97799
27485,76860
25932,79190
18321,31332
47209,64643
33528,88425
29386,58808
7163,77917
5179,82927
73975,93666
68988,89424
40353,66101
60586,71478
52823,86579
70516,74694
70361,79915
31973,62849
15963,51895
27331,34490
507,34252
37643,73046
43334,65943
61610,76976
57345,70458
48544,82408
88472,99775
59882,98839
8374,13378
36506,96776
18604,56006
39352,78509
43626,94127
18064,67293
1555,95959
77490,91200
43426,55596
4671,39723
20620,31345
158,46089
9868,63377
3240,16121
4278,92286
80140,82043
10479,33133
43521,49470
19187,97984
71325,81903
94536,94899
49207,94016
58911,98649
60055,61386
57344,92967
32876,38981
20159,95103
78218,82033
62284,96617
46137,73128
15363,23231
51340,74230
12083,87152
7585,68421
33969,46488
45442,72012
22768,84271
26083,44824
37329,96882
1509,4465
41854,49813
23153,46934
49167,53304
85037,90320
54914,67437
22569,81237
24855,25187
66539,71667
20306,42676
11496,37124
51326,91633
14897,58998
85331,93539
48605,72335
52135,75334
44704,65402
68663,95108
73508,96324
77,27295
62915,98035
2115,17264
13506,79050
49443,52732
20586,59083
56228,73156
5777,94652
59757,90012
53138,58179
26957,64155
59764,61603
561,12701
2779,14985
15835,22733
27460,56192
28863,93030
71589,93010
44640,74208
9381,34061
35846,78127
6266,35887
72953,89521
2178,16106
46357,50051
5096,5644
15524,38144
35922,46551
38271,65692
62353,89414
2279,10726
36897,56317
21982,64393
30220,63198
1566,12766
50012,85549
19076,80631
80052,91110
25715,57888
11040,86811
12806,96594
56421,72681
10190,22364
40668,90719
35667,46478
6368,27318
11854,19966
31782,67400
69369,79529
8559,13904
52908,59301
611,33591
38,20094
24465,96447
55441,58091
39976,78033
51313,51459
89472,92819
54304,83636
26706,99618
23725,39501
16719,65899
43644,85448
60664,73694
12651,87294
11581,88519
11810,78252
43685,51738
12195,22830
72643,90095
44220,97899
32627,91037
57634,87341
54909,60540
27147,42309
13096,95892
14286,42663
19799,84833
34712,36189
48142,56394
46400,63800
9153,45440
43860,89513
28166,73207
49133,99574
31473,77277
10993,36610
1719,79505
6874,25682
8264,98107
13153,88734
33517,44984
15688,99555
45856,97524
31938,93418
7496,77482
16248,74687
34098,43695
35066,87186
47176,68120
59174,81701
60966,78013
65031,81622
6052,84899
5328,12567
10507,12925
26447,50035
33246,67659
30283,64168
28171,45885
30642,43657
67635,79789
41637,99795
56786,94744
67620,92914
19687,44438
40144,78505
7033,38932
52187,55503
17932,79952
30788,39803
84957,88090
19013,96989
24651,51034
10449,48589
3815,70898
19004,41301
24462,28532
1912,93330
36376,65236
24836,90155
13138,44946
60889,93237
32001,86302
11103,60626
74780,81058
27952,84215
3853,97383
45684,91698
44647,48622
32134,48760
46155,82464
63805,73540
59500,78386
10399,15682
5121,58857
14716,19126
40633,93096
26665,40010
25775,27201
64731,64987
13548,87962
29035,29391
13348,86683
20608,21621
10213,82848
44707,91728
16476,92701
30673,44000
81141,87349
14851,72500
704,70620
22200,55505
55653,69499
34855,56749
5674,77188
22847,64497
79660,84028
18586,58192
34770,53073
65037,86857
37879,95073
