30111,"30111"
98836,"98836"
48958,"48958"
6237,"6237"
97,"97"
54489,"54489"
16422,"16422"
20986,"20986"
71884,"71884"
75928,"75928"
11318,"11318"
17943,"17943"
95677,"95677"
48227,"48227"
59355,"59355"
11613,"11613"
60005,"60005"
59591,"59591"
21884,"21884"
20804,"20804"
75883,"75883"
54583,"54583"
53468,"53468"
41278,"41278"
83914,"83914"
53368,"53368"
11399,"11399"
49916,"49916"
97894,"97894"
60982,"60982"
57140,"57140"
8547,"8547"
37520,"37520"
47878,"47878"
88073,"88073"
91012,"91012"
76883,"76883"
32977,"32977"
79456,"79456"
4232,"4232"
48713,"48713"
8697,"8697"
66818,"66818"
85660,"85660"
67799,"67799"
41257,"41257"
91372,"91372"
58055,"58055"
89483,"89483"
25006,"25006"
88223,"88223"
60528,"60528"
36042,"36042"
67736,"67736"
46192,"46192"
16615,"16615"
36901,"36901"
10253,"10253"
4929,"4929"
13091,"13091"
71770,"71770"
30907,"30907"
40576,"40576"
28155,"28155"
2676,"2676"
23803,"23803"
30409,"30409"
71352,"71352"
39096,"39096"
96257,"96257"
99257,"99257"
34642,"34642"
46904,"46904"
43848,"43848"
51583,"51583"
57328,"57328"
61581,"61581"
24267,"24267"
11665,"11665"
61503,"61503"
5683,"5683"
47990,"47990"
12826,"12826"
12068,"12068"
30053,"30053"
18418,"18418"
79989,"79989"
71268,"71268"
32401,"32401"
77649,"77649"
66414,"66414"
63462,"63462"
13392,"13392"
43201,"43201"
83927,"83927"
94475,"94475"
45114,"45114"
27294,"27294"
87003,"87003"
18343,"18343"
86712,"86712"
59912,"59912"
82122,"82122"
33246,"33246"
83212,"83212"
88778,"88778"
58324,"58324"
59366,"59366"
89228,"89228"
62079,"62079"
68631,"68631"
44779,"44779"
9637,"9637"
53197,"53197"
52817,"52817"
49772,"49772"
81393,"81393"
55084,"55084"
78277,"78277"
20013,"20013"
77320,"77320"
92716,"92716"
61395,"61395"
44798,"44798"
11110,"11110"
57339,"57339"
97090,"97090"
66440,"66440"
70361,"70361"
37833,"37833"
5818,"5818"
28651,"28651"
37718,"37718"
30534,"30534"
64621,"64621"
89216,"89216"
25841,"25841"
24938,"24938"
43422,"43422"
18485,"18485"
70497,"70497"
98402,"98402"
67362,"67362"
76140,"76140"
76137,"76137"
80911,"80911"
78158,"78158"
48557,"48557"
33080,"33080"
58716,"58716"
52012,"52012"
60785,"60785"
70584,"70584"
15307,"15307"
91145,"91145"
7150,"7150"
61546,"61546"
96329,"96329"
